[ 2016-06-15T16:57:15+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --START--
[ 2016-06-15T16:57:16+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_template ] --START--
[ 2016-06-15T16:57:16+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run LocationTemplate Behavior [ RunTime:0.000618s ]
[ 2016-06-15T16:57:16+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_template ] --END-- [ RunTime:0.000703s ]
[ 2016-06-15T16:57:16+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_parse ] --START--
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ParseTemplate Behavior [ RunTime:0.167247s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_parse ] --END-- [ RunTime:0.167318s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_filter ] --START--
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ContentReplace Behavior [ RunTime:0.000261s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run TokenBuild Behavior [ RunTime:0.000250s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000147s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ShowRuntime Behavior [ RunTime:0.000240s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000989s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_end ] --START--
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ShowPageTrace Behavior [ RunTime:0.000229s ]
[ 2016-06-15T16:57:17+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_end ] --END-- [ RunTime:0.000261s ]
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --START--
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run CheckRoute Behavior [ RunTime:0.000545s ]
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --END-- [ RunTime:0.000594s ]
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ app_begin ] --START--
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000319s ]
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000354s ]
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 217 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 217 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 170 行.
[ 2016-06-15T16:57:18+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 175 行.
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SHOW COLUMNS FROM `nnld_fck` [ RunTime:0.011002s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id`,`password`,`user_type` FROM `nnld_fck` WHERE ( `id` = '1' ) AND ( `user_id` = 'ldrj1688' ) LIMIT 1   [ RunTime:0.000234s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SHOW COLUMNS FROM `nnld_fee` [ RunTime:0.009012s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `i3`,`str27` FROM `nnld_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000281s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 119 行.
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `id`,`user_id` FROM `nnld_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000258s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8] Use of undefined constant __ADMIN_GATE__ - assumed '__ADMIN_GATE__' CommonAction.class.php 第 450 行.
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SHOW COLUMNS FROM `nnld_history` [ RunTime:0.005468s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8] Undefined index: UserID YouZiAction.class.php 第 4788 行.
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT COUNT(*) AS tp_count FROM `nnld_history` WHERE ( 1=1 and pdt>=946656000 and pdt<=1466006399 ) AND ( `action_type` = 4 ) LIMIT 1   [ RunTime:0.002306s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT * FROM `nnld_history` WHERE ( 1=1 and pdt>=946656000 and pdt<=1466006399 ) AND ( `action_type` = 4 ) ORDER BY pdt desc LIMIT 0,5000   [ RunTime:0.002598s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `s18` FROM `nnld_fee` LIMIT 1   [ RunTime:0.000232s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_template ] --START--
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run LocationTemplate Behavior [ RunTime:0.001042s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_template ] --END-- [ RunTime:0.001115s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_parse ] --START--
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000319s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000228s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000227s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000218s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10887 LIMIT 1   [ RunTime:0.000237s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10888 LIMIT 1   [ RunTime:0.000233s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10910 LIMIT 1   [ RunTime:0.000227s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10866 LIMIT 1   [ RunTime:0.000230s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000223s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000236s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000359s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =1 LIMIT 1   [ RunTime:0.000379s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10887 LIMIT 1   [ RunTime:0.000291s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10888 LIMIT 1   [ RunTime:0.000200s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10910 LIMIT 1   [ RunTime:0.000189s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10866 LIMIT 1   [ RunTime:0.000232s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ParseTemplate Behavior [ RunTime:0.099361s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_parse ] --END-- [ RunTime:0.099395s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_filter ] --START--
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ContentReplace Behavior [ RunTime:0.000643s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run TokenBuild Behavior [ RunTime:0.000721s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000390s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ShowRuntime Behavior [ RunTime:0.000403s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002403s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_end ] --START--
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ShowPageTrace Behavior [ RunTime:0.000526s ]
[ 2016-06-15T16:57:20+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/4/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ view_end ] --END-- [ RunTime:0.000580s ]
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --START--
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run CheckRoute Behavior [ RunTime:0.000402s ]
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --END-- [ RunTime:0.000451s ]
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ app_begin ] --START--
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000278s ]
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000312s ]
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 217 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 217 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 225 行.
[ 2016-06-15T16:57:22+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/5/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 170 行.
